from_node,from_lgd,from_lad,from_district,to_node,to_lgd,to_lad,to_district,car_distance,car_duration
2,117.062864,36.663218,历下区,9,117.126074,36.694953000000005,历下区,8240,1320
2,117.062864,36.663218,历下区,10,117.09384,36.6837,历下区,5338,1020
2,117.062864,36.663218,历下区,11,117.064583,36.641108,历下区,4334,900
2,117.062864,36.663218,历下区,12,117.163628,36.642128,历城区,13534,1440
2,117.062864,36.663218,历下区,13,117.070868,36.637459,历下区,4669,780
2,117.062864,36.663218,历下区,14,117.086406,36.689336,历城区,4856,1080
2,117.062864,36.663218,历下区,16,117.086164,36.660938,历下区,3271,720
2,117.062864,36.663218,历下区,19,117.18431,36.717987,历城区,18910,1440
2,117.062864,36.663218,历下区,20,117.062807,36.66188,历下区,141,60
2,117.062864,36.663218,历下区,21,117.035727,36.693381,天桥区,6878,1380
2,117.062864,36.663218,历下区,25,117.030139,36.658433,历下区,3591,1080
2,117.062864,36.663218,历下区,26,117.074,36.654875,历下区,2177,540
2,117.062864,36.663218,历下区,27,117.04975,36.696699,天桥区,5936,1200
2,117.062864,36.663218,历下区,28,117.064795,36.706972,历城区,7021,1320
2,117.062864,36.663218,历下区,29,117.000859,36.671890999999995,天桥区,7705,1560
2,117.062864,36.663218,历下区,30,116.95123,36.64282,槐荫区,10429,2520
2,117.062864,36.663218,历下区,31,117.00569,36.663952,市中区,6915,1740
2,117.062864,36.663218,历下区,32,117.005183,36.652332,市中区,6097,1620
2,117.062864,36.663218,历下区,33,116.951529,36.657783,槐荫区,11009,2400
2,117.062864,36.663218,历下区,34,116.828558,36.629391,槐荫区,32811,3000
2,117.062864,36.663218,历下区,35,117.119999,36.651216,槐荫区,7194,900
2,117.062864,36.663218,历下区,36,116.970882,36.66494,槐荫区,9889,2340
2,117.062864,36.663218,历下区,37,116.916841,36.649798,槐荫区,24357,2160
2,117.062864,36.663218,历下区,38,116.949288,36.627185,市中区,27075,2340
2,117.062864,36.663218,历下区,39,116.949288,36.627185,市中区,27075,2340
2,117.062864,36.663218,历下区,40,116.951462,36.625254,市中区,12295,2940
2,117.062864,36.663218,历下区,41,116.958609,36.630772,市中区,13861,2580
2,117.062864,36.663218,历下区,42,116.947722,36.644822999999995,市中区,23525,2160
2,117.062864,36.663218,历下区,43,116.958212,36.627317,市中区,12206,2880
2,117.062864,36.663218,历下区,44,116.96144,36.642956,槐荫区,9464,2340
2,117.062864,36.663218,历下区,45,116.949288,36.627534000000004,市中区,27075,2340
2,117.062864,36.663218,历下区,46,116.976251,36.642716,槐荫区,9492,2280
2,117.062864,36.663218,历下区,47,116.950418,36.658393,槐荫区,11377,2460
2,117.062864,36.663218,历下区,48,116.950418,36.658393,槐荫区,11377,2460
2,117.062864,36.663218,历下区,49,116.953086,36.588365,市中区,24182,2220
2,117.062864,36.663218,历下区,50,116.953086,36.588365,市中区,24182,2220
2,117.062864,36.663218,历下区,51,116.961682,36.655095,槐荫区,9427,2100
2,117.062864,36.663218,历下区,52,116.95133,36.654090000000004,槐荫区,10998,2400
2,117.062864,36.663218,历下区,53,116.947722,36.644822999999995,市中区,23525,2220
2,117.062864,36.663218,历下区,54,117.116888,36.686780999999996,历下区,7354,1200
2,117.062864,36.663218,历下区,55,117.153804,36.721932,历城区,14578,1260
2,117.062864,36.663218,历下区,56,117.153804,36.721932,历城区,14578,1260
2,117.062864,36.663218,历下区,57,117.035713,36.658501,历下区,3592,1080
2,117.062864,36.663218,历下区,58,117.153804,36.721932,历城区,14578,1260
2,117.062864,36.663218,历下区,59,116.962667,36.652621999999994,槐荫区,9331,2160
2,117.062864,36.663218,历下区,60,116.956186,36.628917,市中区,12071,2820
2,117.062864,36.663218,历下区,61,116.99333,36.623719,市中区,10187,1980
2,117.062864,36.663218,历下区,62,116.962833,36.650881,槐荫区,9542,2220
2,117.062864,36.663218,历下区,63,116.985319,36.682032,天桥区,15836,1560
2,117.062864,36.663218,历下区,64,117.21504,36.857576,槐荫区,35516,2460
2,117.062864,36.663218,历下区,65,116.953746,36.675956,槐荫区,18151,1920
2,117.062864,36.663218,历下区,66,117.013031,36.717701,天桥区,13776,1380
2,117.062864,36.663218,历下区,67,116.923642,36.626009,市中区,25217,1920
2,117.062864,36.663218,历下区,68,116.952237,36.661539000000005,槐荫区,11654,2400
2,117.062864,36.663218,历下区,69,116.913255,36.6281,槐荫区,26191,1980
2,117.062864,36.663218,历下区,70,116.899806,36.63001,槐荫区,27417,2520
2,117.062864,36.663218,历下区,71,116.952189,36.652421000000004,槐荫区,10434,2400
2,117.062864,36.663218,历下区,72,116.968064,36.644651,槐荫区,9640,2280
2,117.062864,36.663218,历下区,73,116.964496,36.656833,槐荫区,9568,2160
2,117.062864,36.663218,历下区,74,116.996615,36.632801,市中区,9733,2040
2,117.062864,36.663218,历下区,75,116.901663,36.659081,槐荫区,23957,2160
2,117.062864,36.663218,历下区,76,117.01175,36.610723,市中区,10390,1440
2,117.062864,36.663218,历下区,77,116.900053,36.658547999999996,槐荫区,23885,2100
2,117.062864,36.663218,历下区,78,117.048218,36.696825,天桥区,5936,1260
2,117.062864,36.663218,历下区,79,116.996165,36.673545000000004,天桥区,8390,2040
2,117.062864,36.663218,历下区,80,117.01192,36.708385,天桥区,9458,1740
2,117.062864,36.663218,历下区,81,116.90175,36.642039000000004,槐荫区,26287,2400
2,117.062864,36.663218,历下区,83,116.991673,36.630402000000004,市中区,9341,1920
2,117.062864,36.663218,历下区,84,116.997865,36.633656,市中区,9381,1920
2,117.062864,36.663218,历下区,86,116.972934,36.709604999999996,天桥区,18546,1980
2,117.062864,36.663218,历下区,89,116.997504,36.708535999999995,天桥区,17123,1920
2,117.062864,36.663218,历下区,90,117.17031,36.680851000000004,历城区,14776,1680
2,117.062864,36.663218,历下区,91,117.17031,36.680851000000004,历城区,14776,1680
2,117.062864,36.663218,历下区,92,116.965377,36.660064,槐荫区,10363,2460
2,117.062864,36.663218,历下区,93,116.957197,36.634128000000004,市中区,11474,2700
2,117.062864,36.663218,历下区,94,116.953086,36.588365,市中区,24182,2220
2,117.062864,36.663218,历下区,95,116.965377,36.660064,槐荫区,10363,2460
2,117.062864,36.663218,历下区,96,117.122067,36.628805,历下区,10981,1260
2,117.062864,36.663218,历下区,97,116.989182,36.649531,市中区,8592,1800
2,117.062864,36.663218,历下区,98,116.992771,36.686972,天桥区,13843,1800
2,117.062864,36.663218,历下区,99,116.957994,36.626792,市中区,12175,2880
2,117.062864,36.663218,历下区,100,117.031464,36.714684000000005,天桥区,10787,1500
2,117.062864,36.663218,历下区,101,116.983,36.617129,市中区,18461,1680
2,117.062864,36.663218,历下区,102,116.983,36.617129,市中区,18461,1680
2,117.062864,36.663218,历下区,103,116.988296,36.663299,槐荫区,8302,2040
2,117.062864,36.663218,历下区,104,116.987591,36.666086,槐荫区,8790,2100
2,117.062864,36.663218,历下区,105,116.987591,36.666086,槐荫区,8790,2100
2,117.062864,36.663218,历下区,106,116.990208,36.654436,槐荫区,6996,1740
2,117.062864,36.663218,历下区,107,116.988422,36.662896,槐荫区,8259,2040
4,117.048409,36.697778,天桥区,0,116.994747,36.666401,市中区,7840,1800
4,117.048409,36.697778,天桥区,1,117.069578,36.648728000000006,历下区,10995,1440
4,117.048409,36.697778,天桥区,2,117.062864,36.663218,历下区,9539,1380
4,117.048409,36.697778,天桥区,5,117.051526,36.695595000000004,历城区,2274,480
4,117.048409,36.697778,天桥区,6,117.153804,36.721932,历城区,12163,1200
4,117.048409,36.697778,天桥区,7,117.121461,36.703538,历下区,11061,1380
4,117.048409,36.697778,天桥区,8,117.070868,36.637459,历下区,11113,1440
4,117.048409,36.697778,天桥区,9,117.126074,36.694953000000005,历下区,11907,1500
4,117.048409,36.697778,天桥区,10,117.09384,36.6837,历下区,8194,1560
4,117.048409,36.697778,天桥区,11,117.064583,36.641108,历下区,13979,1800
4,117.048409,36.697778,天桥区,12,117.163628,36.642128,历城区,19739,2160
4,117.048409,36.697778,天桥区,13,117.070868,36.637459,历下区,11113,1440
4,117.048409,36.697778,天桥区,14,117.086406,36.689336,历城区,5382,1500
4,117.048409,36.697778,天桥区,16,117.086164,36.660938,历下区,9026,1680
4,117.048409,36.697778,天桥区,19,117.18431,36.717987,历城区,16495,1380
4,117.048409,36.697778,天桥区,20,117.062807,36.66188,历下区,9397,1320
4,117.048409,36.697778,天桥区,21,117.035727,36.693381,天桥区,2465,480
4,117.048409,36.697778,天桥区,25,117.030139,36.658433,历下区,6095,1560
4,117.048409,36.697778,天桥区,26,117.074,36.654875,历下区,9007,1380
4,117.048409,36.697778,天桥区,27,117.04975,36.696699,天桥区,119,60
4,117.048409,36.697778,天桥区,28,117.064795,36.706972,历城区,2649,480
4,117.048409,36.697778,天桥区,29,117.000859,36.671890999999995,天桥区,6488,1320
4,117.048409,36.697778,天桥区,30,116.95123,36.64282,槐荫区,18918,2100
4,117.048409,36.697778,天桥区,31,117.00569,36.663952,市中区,7468,1440
4,117.048409,36.697778,天桥区,32,117.005183,36.652332,市中区,8514,1740
4,117.048409,36.697778,天桥区,33,116.951529,36.657783,槐荫区,16913,1740
4,117.048409,36.697778,天桥区,34,116.828558,36.629391,槐荫区,33574,2400
4,117.048409,36.697778,天桥区,35,117.119999,36.651216,槐荫区,13399,1620
4,117.048409,36.697778,天桥区,36,116.970882,36.66494,槐荫区,9427,2040
4,117.048409,36.697778,天桥区,37,116.916841,36.649798,槐荫区,16912,1800
4,117.048409,36.697778,天桥区,38,116.949288,36.627185,市中区,19630,2040
4,117.048409,36.697778,天桥区,39,116.949288,36.627185,市中区,19630,2040
4,117.048409,36.697778,天桥区,40,116.951462,36.625254,市中区,20784,2520
4,117.048409,36.697778,天桥区,41,116.958609,36.630772,市中区,20345,2400
